[2025-05-11 22:25:38,675] - INFO - core - Loading object from: 'final_model/final_inference_model.joblib'
[2025-05-11 22:26:42,714] - INFO - core - Y Preprocessor Pipeline saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/preprocessor/y_preprocessor.joblib'
[2025-05-11 22:26:42,714] - INFO - core - Created directory for X_train: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train'
[2025-05-11 22:26:42,715] - INFO - core - X_train saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy'
[2025-05-11 22:26:42,715] - INFO - core - Directory already exists for X_train: 'data/transformed/train'
[2025-05-11 22:26:42,716] - INFO - core - X_train saved to: 'data/transformed/train/x_train.npy'
[2025-05-11 22:26:42,716] - INFO - core - Directory already exists for y_train: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train'
[2025-05-11 22:26:42,717] - INFO - core - y_train saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy'
[2025-05-11 22:26:42,718] - INFO - core - Directory already exists for y_train: 'data/transformed/train'
[2025-05-11 22:26:42,718] - INFO - core - y_train saved to: 'data/transformed/train/y_train.npy'
[2025-05-11 22:26:42,718] - INFO - core - Created directory for X_val: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val'
[2025-05-11 22:26:42,719] - INFO - core - X_val saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy'
[2025-05-11 22:26:42,720] - INFO - core - Directory already exists for X_val: 'data/transformed/val'
[2025-05-11 22:26:42,720] - INFO - core - X_val saved to: 'data/transformed/val/x_val.npy'
[2025-05-11 22:26:42,720] - INFO - core - Directory already exists for y_val: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val'
[2025-05-11 22:26:42,721] - INFO - core - y_val saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy'
[2025-05-11 22:26:42,722] - INFO - core - Directory already exists for y_val: 'data/transformed/val'
[2025-05-11 22:26:42,722] - INFO - core - y_val saved to: 'data/transformed/val/y_val.npy'
[2025-05-11 22:26:42,723] - INFO - core - Created directory for X_test: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test'
[2025-05-11 22:26:42,723] - INFO - core - X_test saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/x_test.npy'
[2025-05-11 22:26:42,723] - INFO - core - Directory already exists for X_test: 'data/transformed/test'
[2025-05-11 22:26:42,723] - INFO - core - X_test saved to: 'data/transformed/test/x_test.npy'
[2025-05-11 22:26:42,723] - INFO - core - Directory already exists for y_test: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test'
[2025-05-11 22:26:42,726] - INFO - core - y_test saved to: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/y_test.npy'
[2025-05-11 22:26:42,726] - INFO - core - Directory already exists for y_test: 'data/transformed/test'
[2025-05-11 22:26:42,726] - INFO - core - y_test saved to: 'data/transformed/test/y_test.npy'
[2025-05-11 22:26:42,726] - INFO - data_transformation - ========== Data Transformation Completed ==========
[2025-05-11 22:26:42,726] - INFO - model_trainer - Initializing ModelTrainer with root_dir=artifacts\2025_05_11T21_17_47Z\model_trainer
[2025-05-11 22:26:44,040] - INFO - model_trainer - ========== Starting Model Training ==========
[2025-05-11 22:26:44,047] - INFO - core - X train loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy'
[2025-05-11 22:26:44,055] - INFO - core - Y train loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy'
[2025-05-11 22:26:44,066] - INFO - core - X val loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy'
[2025-05-11 22:26:44,072] - INFO - core - Y val loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy'
[2025-05-11 22:27:20,614] - INFO - core - Created directory for Trained Model: 'artifacts/2025_05_11T21_17_47Z/model_trainer/trained_model'
[2025-05-11 22:27:20,633] - INFO - core - Trained Model saved to: 'artifacts/2025_05_11T21_17_47Z/model_trainer/trained_model/model.joblib'
[2025-05-11 22:27:20,641] - INFO - core - Created directory for Inference Model: 'artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model'
[2025-05-11 22:27:20,647] - INFO - core - Inference Model saved to: 'artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib'
[2025-05-11 22:27:20,647] - INFO - core - Created directory for Training Report: 'artifacts/2025_05_11T21_17_47Z/model_trainer/reports'
[2025-05-11 22:27:20,649] - INFO - core - Training Report saved to: 'artifacts/2025_05_11T21_17_47Z/model_trainer/reports/training_report.yaml'
[2025-05-11 22:27:21,043] - INFO - model_trainer - ========== Model Training Completed ==========
[2025-05-11 22:27:21,044] - INFO - model_evaluation - Initializing ModelEvaluator with root_dir=artifacts\2025_05_11T21_17_47Z\model_evaluation
[2025-05-11 22:27:21,044] - INFO - model_evaluation - ========== Starting Model Evaluation ==========
[2025-05-11 22:27:21,044] - INFO - core - X Train loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/x_train.npy'
[2025-05-11 22:27:21,045] - INFO - core - Y Train loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/train/y_train.npy'
[2025-05-11 22:27:21,045] - INFO - core - X Val loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/x_val.npy'
[2025-05-11 22:27:21,045] - INFO - core - Y Val loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/val/y_val.npy'
[2025-05-11 22:27:21,056] - INFO - core - X Test loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/x_test.npy'
[2025-05-11 22:27:21,061] - INFO - core - Y Test loaded successfully from: 'artifacts/2025_05_11T21_17_47Z/data_transformation/transformed/test/y_test.npy'
[2025-05-11 22:27:21,061] - INFO - core - Loading object from: 'artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib'
[2025-05-11 22:27:21,071] - INFO - model_evaluation - Inference Model loaded successfully for evaluation.
[2025-05-11 22:27:21,113] - INFO - core - Directory already exists for Evaluation Report: 'artifacts/2025_05_11T21_17_47Z/model_evaluation'
[2025-05-11 22:27:21,114] - INFO - core - Evaluation Report saved to: 'artifacts/2025_05_11T21_17_47Z/model_evaluation/evaluation_report.yaml'
[2025-05-11 22:27:21,114] - INFO - model_evaluation - ========== Model Evaluation Completed ==========
[2025-05-11 22:27:21,114] - INFO - model_pusher - Starting model push process...
[2025-05-11 22:27:21,114] - INFO - core - Loading object from: 'artifacts/2025_05_11T21_17_47Z/model_trainer/inference_model/inference_model.joblib'
[2025-05-11 22:27:21,119] - INFO - core - Directory already exists for Final Model: 'final_model'
[2025-05-11 22:27:21,125] - INFO - core - Final Model saved to: 'final_model/final_inference_model.joblib'
[2025-05-11 22:27:21,360] - INFO - s3_syncer - S3Syncer initialized for bucket 'networksecurity-dev-artifacts' in region 'us-east-1'
[2025-05-11 22:27:22,489] - INFO - s3_syncer - File uploaded to S3: final_model/final_inference_model.joblib -> s3://networksecurity-dev-artifacts/final_model/final_inference_model.joblib
[2025-05-11 22:27:22,489] - INFO - s3_syncer - Walking through directory: E:/MyProjects/networksecurity/artifacts
[2025-05-11 22:27:22,489] - INFO - s3_syncer - Target S3 prefix: artifacts/artifacts
[2025-05-11 22:27:22,489] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_ingestion/featurestore/raw_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_ingestion/featurestore/raw_data.csv
[2025-05-11 22:27:23,135] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_ingestion/featurestore/raw_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_ingestion/featurestore/raw_data.csv
[2025-05-11 22:27:23,135] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_ingestion/ingested/ingested_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_ingestion/ingested/ingested_data.csv
[2025-05-11 22:27:23,664] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_ingestion/ingested/ingested_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_ingestion/ingested/ingested_data.csv
[2025-05-11 22:27:23,664] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/x_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/x_preprocessor.joblib
[2025-05-11 22:27:24,152] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/x_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/x_preprocessor.joblib
[2025-05-11 22:27:24,152] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/y_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/y_preprocessor.joblib
[2025-05-11 22:27:24,422] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/y_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/preprocessor/y_preprocessor.joblib
[2025-05-11 22:27:24,422] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/x_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/x_test.npy
[2025-05-11 22:27:24,787] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/x_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/x_test.npy
[2025-05-11 22:27:24,787] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/y_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/y_test.npy
[2025-05-11 22:27:25,063] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/y_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/test/y_test.npy
[2025-05-11 22:27:25,077] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/x_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/x_train.npy
[2025-05-11 22:27:25,548] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/x_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/x_train.npy
[2025-05-11 22:27:25,549] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/y_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/y_train.npy
[2025-05-11 22:27:25,869] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/y_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/train/y_train.npy
[2025-05-11 22:27:25,869] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/x_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/x_val.npy
[2025-05-11 22:27:26,289] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/x_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/x_val.npy
[2025-05-11 22:27:26,290] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/y_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/y_val.npy
[2025-05-11 22:27:26,582] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/y_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_transformation/transformed/val/y_val.npy
[2025-05-11 22:27:26,591] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_validation/reports/drift_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/drift_report.yaml
[2025-05-11 22:27:26,859] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_validation/reports/drift_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/drift_report.yaml
[2025-05-11 22:27:26,872] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_validation/reports/duplicates_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/duplicates_report.yaml
[2025-05-11 22:27:27,123] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_validation/reports/duplicates_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/duplicates_report.yaml
[2025-05-11 22:27:27,125] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_validation/reports/missing_values_report.json -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/missing_values_report.json
[2025-05-11 22:27:27,381] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_validation/reports/missing_values_report.json -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/missing_values_report.json
[2025-05-11 22:27:27,384] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_validation/reports/validation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/validation_report.yaml
[2025-05-11 22:27:27,681] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_validation/reports/validation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/reports/validation_report.yaml
[2025-05-11 22:27:27,694] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/data_validation/validated/validated_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/validated/validated_data.csv
[2025-05-11 22:27:28,114] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/data_validation/validated/validated_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/data_validation/validated/validated_data.csv
[2025-05-11 22:27:28,114] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/model_evaluation/evaluation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_evaluation/evaluation_report.yaml
[2025-05-11 22:27:28,381] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/model_evaluation/evaluation_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_evaluation/evaluation_report.yaml
[2025-05-11 22:27:28,381] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/model_trainer/inference_model/inference_model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_trainer/inference_model/inference_model.joblib
[2025-05-11 22:27:29,255] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/model_trainer/inference_model/inference_model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_trainer/inference_model/inference_model.joblib
[2025-05-11 22:27:29,255] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/model_trainer/reports/training_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_trainer/reports/training_report.yaml
[2025-05-11 22:27:29,514] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/model_trainer/reports/training_report.yaml -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_trainer/reports/training_report.yaml
[2025-05-11 22:27:29,514] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T19_59_20Z/model_trainer/trained_model/model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_trainer/trained_model/model.joblib
[2025-05-11 22:27:30,055] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T19_59_20Z/model_trainer/trained_model/model.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T19_59_20Z/model_trainer/trained_model/model.joblib
[2025-05-11 22:27:30,055] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_ingestion/featurestore/raw_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_ingestion/featurestore/raw_data.csv
[2025-05-11 22:27:30,696] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_ingestion/featurestore/raw_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_ingestion/featurestore/raw_data.csv
[2025-05-11 22:27:30,696] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_ingestion/ingested/ingested_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_ingestion/ingested/ingested_data.csv
[2025-05-11 22:27:31,271] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_ingestion/ingested/ingested_data.csv -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_ingestion/ingested/ingested_data.csv
[2025-05-11 22:27:31,271] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/x_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/x_preprocessor.joblib
[2025-05-11 22:27:31,929] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/x_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/x_preprocessor.joblib
[2025-05-11 22:27:31,929] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/y_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/y_preprocessor.joblib
[2025-05-11 22:27:32,184] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/y_preprocessor.joblib -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/preprocessor/y_preprocessor.joblib
[2025-05-11 22:27:32,184] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/x_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/x_test.npy
[2025-05-11 22:27:32,640] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/x_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/x_test.npy
[2025-05-11 22:27:32,640] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/y_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/y_test.npy
[2025-05-11 22:27:32,911] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/y_test.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/test/y_test.npy
[2025-05-11 22:27:32,912] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/x_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/x_train.npy
[2025-05-11 22:27:33,384] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/x_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/x_train.npy
[2025-05-11 22:27:33,384] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/y_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/y_train.npy
[2025-05-11 22:27:33,678] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/y_train.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/train/y_train.npy
[2025-05-11 22:27:33,679] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/x_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/x_val.npy
[2025-05-11 22:27:34,092] - INFO - s3_syncer - File uploaded to S3: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/x_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/x_val.npy
[2025-05-11 22:27:34,092] - INFO - s3_syncer - Uploading file: artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/y_val.npy -> s3://networksecurity-dev-artifacts/artifacts/artifacts/2025_05_01T20_31_11Z/data_transformation/transformed/val/y_val.npy
